rank,gid,role,priority_score,why
1,100000003684369100,coordinator,1.0,Вход/выход: 24/62 связей; seed-плательщиков 1; в топ-5% по посреднической роли в сети; признаки координации; seed: входящие суммы занижены методом сбора
2,100000002224132100,transit,0.8871929791517676,отдаёт в 3.07 раз больше видимого входа — вероятны входящие вне выборки; кандидат на запрос входящих переводов
3,100000008603629100,distributor,0.694134978552844,"Отправляет 4 986 156 KZT на 61 получателя, 74 переводов; признаки распределения"
4,100000000331309100,distributor,0.5716250476476747,"Отправляет 23 001 375 KZT на 99 получателей, 126 переводов; признаки распределения"
5,100000005382566100,consolidator,0.5683349493505435,Вход 393 066 KZT от 7 плательщиков; из них seed-плательщиков 6; передаёт 12.7%; признаки консолидации; seed: входящие суммы занижены методом сбора
6,100000003016635100,distributor,0.5502436861243218,"Отправляет 9 414 081 KZT на 73 получателей, 151 переводов; признаки распределения; seed: входящие суммы занижены методом сбора"
7,100000004015047100,consolidator,0.5328969438245633,Вход 919 104 KZT от 9 плательщиков; передаёт 7.5%; признаки консолидации
8,100000000706545100,consolidator,0.5266353662962541,Вход 1 070 300 KZT от 3 плательщиков; передаёт 7.1%; признаки консолидации
9,100000006866783100,distributor,0.4976258056683469,"Отправляет 3 948 037 KZT на 67 получателей, 90 переводов; признаки распределения; seed: входящие суммы занижены методом сбора"
10,100000004603109100,consolidator,0.48546367247992983,Вход 2 730 000 KZT от 3 плательщиков; передаёт 14.7%; признаки консолидации
11,100000002398779100,consolidator,0.46727291278338795,Вход 1 095 690 KZT от 13 плательщиков; передаёт 6.0%; признаки консолидации
12,100000008165763100,coordinator,0.464999705388879,Вход/выход: 15/17 связей; seed-плательщиков 1; в топ-5% по посреднической роли в сети; признаки координации
13,100000002838861100,consolidator,0.433147268504679,Вход 554 524 KZT от 5 плательщиков; передаёт 1.8%; признаки консолидации
14,100000003115284100,consolidator,0.4300731601762257,Вход 2 160 500 KZT от 8 плательщиков; передаёт 23.9%; признаки консолидации
15,100000008736940100,consolidator,0.41443571519522004,Вход 451 090 KZT от 3 плательщиков; передаёт 40.4%; признаки консолидации
16,100000008346837100,distributor,0.4141053879662572,"Отправляет 1 258 643 KZT на 25 получателей, 26 переводов; признаки распределения"
17,100000008477350100,distributor,0.3979228627590315,"Отправляет 3 374 866 KZT на 39 получателей, 44 переводов; признаки распределения"
18,100000004400305100,distributor,0.38405881691301347,"Отправляет 5 830 181 KZT на 82 получателей, 101 переводов; признаки распределения"
19,100000000437046100,distributor,0.3797977107578392,"Отправляет 7 606 224 KZT на 42 получателей, 73 переводов; признаки распределения"
20,100000001677929100,transit,0.3666727878562189,отдаёт в 2.26 раз больше видимого входа — вероятны входящие вне выборки; кандидат на запрос входящих переводов
21,100000004071080100,consolidator,0.3596151835686501,Вход 238 600 KZT от 9 плательщиков; передаёт 19.5%; признаки консолидации
22,100000004156082100,coordinator,0.3537860939700721,Вход/выход: 5/26 связей; seed-плательщиков 1; в топ-5% по посреднической роли в сети; признаки координации
23,100000004299488100,consolidator,0.3494125445674264,Вход 1 749 000 KZT от 6 плательщиков; передаёт 19.7%; признаки консолидации
24,100000003701161100,coordinator,0.34666133368667096,Вход/выход: 4/3 связей; seed-плательщиков 1; в топ-5% по посреднической роли в сети; признаки координации
25,100000000343175100,coordinator,0.3439209744430016,Вход/выход: 8/31 связей; seed-плательщиков 1; в топ-5% по посреднической роли в сети; признаки координации; seed: входящие суммы занижены методом сбора
