cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,283,1,30620027.39,100000006866783100;100000002398779100;100000008477350100;100000004400305100;100000000437046100,"Гипотеза для проверки: группа из 283 узлов, seed — 1; роли: consolidator — 15, transit — 35, distributor — 10, terminal — 52, coordinator — 4, peripheral — 167; внутренние переводы 30,620,027 KZT; доля общего оборота (вход + выход) — 10.09%; признаки консолидации средств; возможная координация денежных потоков; признаки веерного распределения; значимая доля общего оборота, проверить назначение крупных потоков."
1,270,1,10178044.0,100000002733905100;100000003942602100;100000004739664100;100000001697501100;100000002527114100,"Гипотеза для проверки: группа из 270 узлов, seed — 1; роли: consolidator — 0, transit — 8, distributor — 3, terminal — 25, coordinator — 0, peripheral — 234; внутренние переводы 10,178,044 KZT; доля общего оборота (вход + выход) — 2.78%; признаки веерного распределения."
2,142,5,19232090.0,100000003684369100;100000008165763100;100000008748914100;100000007908818100;100000003299365100,"Гипотеза для проверки: группа из 142 узлов, seed — 5; роли: consolidator — 2, transit — 18, distributor — 3, terminal — 53, coordinator — 5, peripheral — 61; внутренние переводы 19,232,090 KZT; доля общего оборота (вход + выход) — 6.42%; признаки сбора средств от курьеров; возможная координация денежных потоков; признаки веерного распределения."
3,129,7,18799215.28,100000003016635100;100000000706545100;100000004019124100;100000001530983100;100000008144528100,"Гипотеза для проверки: группа из 129 узлов, seed — 7; роли: consolidator — 7, transit — 22, distributor — 2, terminal — 31, coordinator — 1, peripheral — 66; внутренние переводы 18,799,215 KZT; доля общего оборота (вход + выход) — 5.43%; признаки сбора средств от курьеров; возможная координация денежных потоков; признаки веерного распределения."
4,127,0,16703584.0,100000008603629100;100000005140601100;100000001857829100;100000005527892100;100000004679953100,"Гипотеза для проверки: группа из 127 узлов, seed — 0; роли: consolidator — 0, transit — 16, distributor — 5, terminal — 28, coordinator — 2, peripheral — 76; внутренние переводы 16,703,584 KZT; доля общего оборота (вход + выход) — 5.55%; связь с делом не подтверждена, вероятно, downstream-получатели; возможная координация денежных потоков; признаки веерного распределения."
5,127,0,27033142.0,100000008547948100;100000002718366100;100000002547110100;100000005367445100;100000008489922100,"Гипотеза для проверки: группа из 127 узлов, seed — 0; роли: consolidator — 10, transit — 12, distributor — 8, terminal — 37, coordinator — 0, peripheral — 60; внутренние переводы 27,033,142 KZT; доля общего оборота (вход + выход) — 8.09%; связь с делом не подтверждена, вероятно, downstream-получатели; признаки консолидации средств; признаки веерного распределения."
6,119,0,24439680.33,100000000331309100;100000006889963100;100000000332284100;100000001330685100;100000008560717100,"Гипотеза для проверки: группа из 119 узлов, seed — 0; роли: consolidator — 4, transit — 10, distributor — 2, terminal — 47, coordinator — 0, peripheral — 56; внутренние переводы 24,439,680 KZT; доля общего оборота (вход + выход) — 7.93%; связь с делом не подтверждена, вероятно, downstream-получатели; признаки консолидации средств; признаки веерного распределения."
7,91,1,9080395.26,100000002838861100;100000006972210100;100000001162560100;100000002609774100;100000005473151100,"Гипотеза для проверки: группа из 91 узлов, seed — 1; роли: consolidator — 3, transit — 7, distributor — 4, terminal — 21, coordinator — 1, peripheral — 55; внутренние переводы 9,080,395 KZT; доля общего оборота (вход + выход) — 2.78%; признаки консолидации средств; возможная координация денежных потоков; признаки веерного распределения."
8,61,3,8902320.0,100000004015047100;100000001616816100;100000005171642100;100000008748408100;100000003923946100,"Гипотеза для проверки: группа из 61 узлов, seed — 3; роли: consolidator — 2, transit — 14, distributor — 1, terminal — 20, coordinator — 0, peripheral — 24; внутренние переводы 8,902,320 KZT; доля общего оборота (вход + выход) — 2.67%; признаки сбора средств от курьеров; признаки веерного распределения."
9,59,1,6772097.0,100000003115284100;100000000343175100;100000004677680100;100000006707582100;100000005168487100,"Гипотеза для проверки: группа из 59 узлов, seed — 1; роли: consolidator — 2, transit — 9, distributor — 1, terminal — 21, coordinator — 1, peripheral — 25; внутренние переводы 6,772,097 KZT; доля общего оборота (вход + выход) — 2.25%; признаки консолидации средств; возможная координация денежных потоков; признаки веерного распределения."
10,56,1,10014014.02,100000001677929100;100000005778283100;100000002894076100;100000005782781100;100000000274067100,"Гипотеза для проверки: группа из 56 узлов, seed — 1; роли: consolidator — 2, transit — 6, distributor — 2, terminal — 18, coordinator — 0, peripheral — 28; внутренние переводы 10,014,014 KZT; доля общего оборота (вход + выход) — 3.07%; признаки консолидации средств; признаки веерного распределения."
11,55,0,14493312.0,100000005514161100;100000005242320100;100000002748180100;100000005316708100;100000001282143100,"Гипотеза для проверки: группа из 55 узлов, seed — 0; роли: consolidator — 4, transit — 6, distributor — 3, terminal — 25, coordinator — 0, peripheral — 17; внутренние переводы 14,493,312 KZT; доля общего оборота (вход + выход) — 4.36%; связь с делом не подтверждена, вероятно, downstream-получатели; признаки консолидации средств; признаки веерного распределения."
12,53,1,3021863.0,100000000922570100;100000000831684100;100000003265158100;100000004692798100;100000002757797100,"Гипотеза для проверки: группа из 53 узлов, seed — 1; роли: consolidator — 0, transit — 11, distributor — 1, terminal — 12, coordinator — 0, peripheral — 29; внутренние переводы 3,021,863 KZT; доля общего оборота (вход + выход) — 0.89%; признаки веерного распределения."
